Source,Comment,BoardWidth,BoardHeight,TextLabel,Type,Graphics,Xref,GraphId,GroupRef,BiopaxRef,Attribute,GroupId,Style,CenterX,CenterY,PublicationXref,openControlledVocabulary,GraphRef,Href,Key,Value
,,,,KE68: Collagen Accumulation,Event,,,ca74c,,,,,,,,,,,,,
,,,,KE1276: Lung Fibrosis,Event,,,a99c1,,,,,,,,,,,,,
,,,,Collagen biosynthesis and modifying enzymes,Pathway,,,fe190,,,,,,,,,,,,,
,,,,"Binding of agonist, Angiotensin II receptor type 1 receptor (AT1R)",Event,,,e5b8a,,,,,,,,,,,,,
,,,,Angiotensin II receptor type 1 pathway,Pathway,,,f1d0a,,,,,,,,,,,,,
,,,,ACE2 inhibition,Pathway,,,a18ad,,,,,,,,,,,,,
,,,,Kinin-Kallikrein Pathway,Pathway,,,dce22,,,,,,,,,,,,,
,,,,Overview of proinflammatory and profibrotic mediators,Pathway,,,db290,,,,,,,,,,,,,
,,,,,,,,f2354,,,,,,,,,,,,,
,,,,,,,,id1552b68,,,,,,,,,,,,,
,,,,,,,,id15ceadb1,,,,,,,,,,,,,
,,,,,,,,id214731c2,,,,,,,,,,,,,
,,,,,,,,id479fa4fe,,,,,,,,,,,,,
,,,,,,,,id4ce306be,,,,,,,,,,,,,
,,,,,,,,id570aed5e,,,,,,,,,,,,,
,,,,,,,,id7e19e441,,,,,,,,,,,,,
,,,,,,,,id89311299,,,,,,,,,,,,,
,,,,,,,,id977e17f7,,,,,,,,,,,,,
,,,,,,,,id9a960468,,,,,,,,,,,,,
,,,,,,,,ida6ac42e8,,,,,,,,,,,,,
,,,,,,,,idabad1229,,,,,,,,,,,,,
,,,,,,,,idb5f28f5a,,,,,,,,,,,,,
,,,,,,,,idbc9182bd,,,,,,,,,,,,,
,,,,,,,,idcc588a5e,,,,,,,,,,,,,
,,,,,,,,idd3210da8,,,,,,,,,,,,,
,,,,,,,,idd87eb1e,,,,,,,,,,,,,
,,,,,,,,ide221c0dd,,,,,,,,,,,,,
,,,,,,,,ide77179d4,,,,,,,,,,,,,
,,,,,,,,idef7bab3c,,,,,,,,,,,,,
,,,,,,,,idf1a7869a,,,,,,,,,,,,,
,,,,,,,,idf6043800,,,,,,,,,,,,,
,,,,,,,,ed7be,,,,,,,,,,,,,
,,,,,,,,a5a17,,,,,,,,,,,,,
,,,,Bradykinin receptor B1 activation,,,,a3cbc,,,,,,,,,,,,,
,,,,"Increased, Prostaglandin E2 secretion",,,,b492e,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"Acetylcholine is an important neurotransmitter. It can be rapidly released in the synaptic cleft upon activation of the neuron. In the synaptic cleft the compound is degraded rapidly into choline and acetate, this is essential for proper neuronal functioning. Choline and Acetate are taken up into the cytosol and recycled for the next activation.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,dbc,,,,,,,,,,,
,,829.0515247108307,621.8666666666667,,,,,,,,,,,,,,,,,,
,,,,PCYT1A,GeneProduct,,,a69,,,,,,,,,,,,,
,,,,PDHA2,GeneProduct,,,a93,dc39d,,,,,,,,,,,,
,,,,ACHE,GeneProduct,,,afe,,,,,,,,,,,,,
,,,,Cytidine diphosphate choline,Metabolite,,,b909c,,,,,,,,,,,,,
,,,,PDHA1,GeneProduct,,,ba5,dc39d,,,,,,,,,,,,
,,,,Phosphatidylethanolamine,Metabolite,,,baec0,,,,,,,,,,,,,
,,,,Phosphorylcholine,Metabolite,,,ca8,,,,,,,,,,,,,
,,,,Acetylcholine,Metabolite,,,cc9,,,,,,,,,,,,,
,,,,Choline,Metabolite,,,d2e,,,,,,,,,,,,,
,,,,Glycerophosphocholine,Metabolite,,,d6e,,,,,,,,,,,,,
,,,,Phosphatidylcholine,Metabolite,,,ddaf4,,,,,,,,,,,,,
,,,,Pyruvate from glycolysis,Metabolite,,,dfde2,,,,,,,,,,,,,
,,,,Acetyl CoA,Metabolite,,,dfe,,,,,,,,,,,,,
,,,,PEMT,GeneProduct,,,e2a,,,,,,,,,,,,,
,,,,Acetate,Metabolite,,,e42,,,,,,,,,,,,,
,,,,CHKA,GeneProduct,,,ea5,,,,,,,,,,,,,
,,,,CHAT,GeneProduct,,,f01,,,,,,,,,,,,,
,,,,Choline,Metabolite,,,f74,,,,,,,,,,,,,
,,,,,,,,a2634,,,,,,,,,,,,,
,,,,,,,,a2ef2,,,,,,,,,,,,,
,,,,,,,,a9da6,,,,,,,,,,,,,
,,,,,,,,adb08,,,,,,,,,,,,,
,,,,,,,,b558b,,,,,,,,,,,,,
,,,,,,,,be454,,,,,,,,,,,,,
,,,,,,,,bea09,,,,,,,,,,,,,
,,,,,,,,bfd1a,,,,,,,,,,,,,
,,,,,,,,c1f99,,,,,,,,,,,,,
,,,,,,,,c3c6b,,,,,,,,,,,,,
,,,,,,,,c7056,,,,,,,,,,,,,
,,,,,,,,c8f4e,,,,,,,,,,,,,
,,,,,,,,cd893,,,,,,,,,,,,,
,,,,,,,,d02d4,,,,,,,,,,,,,
,,,,,,,,d3028,,,,,,,,,,,,,
,,,,,,,,d82f8,,,,,,,,,,,,,
,,,,,,,,dd739,,,,,,,,,,,,,
,,,,,,,,e532a,,,,,,,,,,,,,
,,,,,,,,id2603411f,,,,,,,,,,,,,
,,,,,,,,idacc3128f,,,,,,,,,,,,,
,,,,,,,,ida4253087,,,,,,,,,,,,,
,,,,,,,,abb02,,,,,,,,,,,,,
,,,,*Synaptic cleft*,,,,a27,,,,,,,,,,,,,
,,,,*Cytosol*,,,,ab5,,,,,,,,,,,,,
,,,,,,,,dc39d,,,,dc39d,,,,,,,,,
,,,,,,,,,,,,,,8.333333333333334,11.666666666666666,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"The core of this pathway was elucidated over a century ago and involves the conversion of angiotensinogen to angiotensin I (Ang I) by renin, its subsequent conversion to angiotensin II (Ang II) by angiotensin converting enzyme. Ang II activates the angiotensin II receptor type 1 to induce aldosterone synthesis, increasing water and salt resorption and potassium excretion in the kidney and increasing blood pressure.

Source: PharmGKB (https://www.pharmgkb.org/pathway/PA2023)

Proteins on this pathway have targeted assays available via the [https://assays.cancer.gov/available_assays?wp_id=WP554 CPTAC Assay Portal]",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,b93,,,,,,,,,,,
,,894.0,651.0,,,,,,,,,,,,,,,,,,
,,,,CYP11B2,GeneProduct,,,e14ac,,ce3,,,,,,,,,,,
,,,,ACE2,GeneProduct,,,e68e0,,c74,,,,,,,,,,,
,,,,TGFB1,GeneProduct,,,becdd,,af8,,,,,,,,,,,
,,,,ACE,GeneProduct,,,d6f1e,,,,,,,,,,,,,
,,,,NOS3,GeneProduct,,,ab119,,,,,,,,,,,,,
,,,,AGTR2,GeneProduct,,,b1122,,bc9,,,,,,,,,,,
,,,,TFs,GeneProduct,,,fd8ec,,,,,,,,,,,,,
,,,,NR3C2,GeneProduct,,,ec3b5,,b5d,,,,,,,,,,,
,,,,KNG1,GeneProduct,,,cc0b4,,,,,,,,,,,,,
,,,,Bradykinin,Metabolite,,,c496e,,,,,,,,,,,,,
,,,,MAS1,GeneProduct,,,e3012,,c74,,,,,,,,,,,
,,,,REN,GeneProduct,,,e0a11,,,,,,,,,,,,,
,,,,BDKRB2,GeneProduct,,,f54f5,,,,,,,,,,,,,
,,,,CMA1,GeneProduct,,,de1e4,,,,,,,,,,,,,
,,,,ACE,GeneProduct,,,ef1f3,,bd1,,,,,,,,,,,
,,,,CTSG,GeneProduct,,,c9ca8,,,,,,,,,,,,,
,,,,BDKRB1,GeneProduct,,,b4349,,,,,,,,,,,,,
,,,,Ang 1-9,Metabolite,,,fbc8b,,,,,,,,,,,,,
,,,,Ang 1-7,Metabolite,,,df262,,,,,,,,,,,,,
,,,,Angiotensin II,Metabolite,,,ca3ad,,,,,,,,,,,,,
,,,,AGT,GeneProduct,,,e89d5,,,,,,,,,,,,,
,,,,ACE Inhibitor,Metabolite,,,d9620,,,,,,,,,,,,,
,,,,Deoxycorticosterone,Metabolite,,,da9ee,,,,,,,,,,,,,
,,,,Aldosterone,Metabolite,,,b75c3,,ce3,,,,,,,,,,,
,,,,Angiotensin I,Metabolite,,,d6a08,,,,,,,,,,,,,
,,,,AGTR1,GeneProduct,,,b4811,,,,,,,,,,,,,
,,,,Ca++,Metabolite,,,d519e,,,,,,,,,,,,,
,,,,Prostacyclin,Metabolite,,,e01c3,,,,,,,,,,,,,
,,,,ATP6AP2,GeneProduct,,,ee619,,c16,,,,,,,,,,,
,,,,TFs,GeneProduct,,,b47da,,,,,,,,,,,,,
,,,,Ang 1-5,Metabolite,,,b298c,,,,,,,,,,,,,
,,,,ACE,GeneProduct,,,d046f,,,,,,,,,,,,,
,,,,ACE2,GeneProduct,,,e08c8,,,,,,,,,,,,,
,,,,,,,,a0cae,,bc9,,,,,,,,,,,
,,,,,,,,a21fb,,,,,,,,,,,,,
,,,,,,,,a24b1,,,,,,,,,,,,,
,,,,,,,,a45d0,,,,,,,,,,,,,
,,,,,,,,a76b3,,,,,,,,,,,,,
,,,,,,,,a84e7,,,,,,,,,,,,,
,,,,,,,,aa8ff,,,,,,,,,,,,,
,,,,,,,,afbf9,,,,,,,,,,,,,
,,,,,,,,bb339,,,,,,,,,,,,,
,,,,,,,,bed79,,,,,,,,,,,,,
,,,,,,,,bf0c1,,,,,,,,,,,,,
,,,,,,,,c353b,,,,,,,,,,,,,
,,,,,,,,c4468,,,,,,,,,,,,,
,,,,,,,,c6bfc,,,,,,,,,,,,,
,,,,,,,,cc08a,,,,,,,,,,,,,
,,,,,,,,d5638,,,,,,,,,,,,,
,,,,,,,,d74bc,,,,,,,,,,,,,
,,,,,,,,d8bab,,,,,,,,,,,,,
,,,,,,,,d8d51,,,,,,,,,,,,,
,,,,,,,,dd7bd,,,,,,,,,,,,,
,,,,,,,,e0a2d,,,,,,,,,,,,,
,,,,,,,,e10e0,,,,,,,,,,,,,
,,,,,,,,e2599,,,,,,,,,,,,,
,,,,,,,,e54f1,,bc9,,,,,,,,,,,
,,,,,,,,eaace,,,,,,,,,,,,,
,,,,,,,,ec371,,,,,,,,,,,,,
,,,,,,,,ee6b5,,,,,,,,,,,,,
,,,,,,,,ef46a,,,,,,,,,,,,,
,,,,,,,,f0f9a,,,,,,,,,,,,,
,,,,,,,,f3a74,,,,,,,,,,,,,
,,,,,,,,f3f2e,,,,,,,,,,,,,
,,,,,,,,f744e,,,,,,,,,,,,,
,,,,,,,,f75ef,,,,,,,,,,,,,
,,,,,,,,f8c76,,,,,,,,,,,,,
,,,,,,,,d4ea3,,,,,,,,,,,,,
,,,,,,,,d5bc3,,,,,,,,,,,,,
,,,,,,,,a6f8b,,,,,,,,,,,,,
,,,,"Zona glomerulosa 
of the adrenal gland",,,,a49c5,,,,,,,,,,,,,
,,,,EDHF,,,,b2aa3,,,,,,,,,,,,,
,,,,Blood vessels,,,,d3e2b,,,,,,,,,,,,,
,,,,"Mesangial cells around
blood vessels in the kidneys",,,,e166c,,,,,,,,,,,,,
,,,,,,,,c2049,,,,,,,,,,,,,
,,,,,,,,d5695,,,,,,,,,,,,,
,,,,,,,,f975e,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.6666666666666667,38.333333333333336,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"Autoimmune diseases have been shown to cause an increased level of C3NeF, which makes the C3bBb comples more stable. Because of this, there will be continuous stimulation of the alternative pathway, leading to excess amounts of membrane attack complex. These MACs will lead to adipocyte lysis, causing Barraquer-Simons syndrome. 
Many patients have shown mutations in the LMNB2 gene, but this is not the case for all patients. Some people with mutations in this gene do not have the disease. More evidence is therefore required to conclude if this gene is linked to the disease.

Patients with this disease have a decrease of fat in the face, neck, upper extremities, trunk and upper abdomen. Some patients also have excess fat over the gluteal region, thighs and calves.",,,,,,,,,,,,,,,,,,,,
,,1296.9679778067905,1125.9631261538543,,,,,,,,,,,,,,,,,,
,,,,C5,GeneProduct,,,aac1e,,,,,,,,,,,,,
,,,,CFD,GeneProduct,,,bc651,,,,,,,,,,,,,
,,,,LMNA,GeneProduct,,,c413c,,,,,,,,,,,,,
,,,,"Membranoproliferative 
glomerulonephritis",,,,c7ca1,,,,,,,,,,,,,
,,,,Autoimmune disease,,,,cdde8,,,,,,,,,,,,,
,,,,C3a,GeneProduct,,,e6258,,,,,,,,,,,,,
,,,,Barraquer-Simons syndrome,,,,ed628,,,,,,,,,,,,,
,,,,CFB,GeneProduct,,,f6b51,,,,,,,,,,,,,
,,,,C3,GeneProduct,,,c127a,,,,,,,,,,,,,
,,,,C3b,GeneProduct,,,dcacb,,,,,,,,,,,,,
,,,,LMNB2,GeneProduct,,,bf140,,,,,,,,,,,,,
,,,,C3NeF,Metabolite,,,c4403,,,,,,,,,,,,,
,,,,C3b,GeneProduct,,,edab0,d87f2,,,,,,,,,,,,
,,,,CFBb,GeneProduct,,,dd3bf,d87f2,,,,,,,,,,,,
,,,,C3b,GeneProduct,,,ebe3b,fd363,,,,,,,,,,,,
,,,,CFBb,GeneProduct,,,ddb2c,fd363,,,,,,,,,,,,
,,,,C3NeF,Metabolite,,,f8168,fd363,,,,,,,,,,,,
,,,,Farnesyl,Metabolite,,,c3746,e2df6,,,,,,,,,,,,
,,,,Prelamin-B2,Protein,,,c0e8a,f884b,,,,,,,,,,,,
,,,,Prelamin-B2,Protein,,,ef386,d93a8,,,,,,,,,,,,
,,,,RCE1,GeneProduct,,,c892a,,,,,,,,,,,,,
,,,,CAAX,Metabolite,,,fca19,f884b,,,,,,,,,,,,
,,,,FNTA,GeneProduct,,,d052f,,,,,,,,,,,,,
,,,,Farnesyl-L-cysteine,Metabolite,,,b61bf,d93a8,,,,,,,,,,,,
,,,,ICMT,GeneProduct,,,c753d,,,,,,,,,,,,,
,,,,Prelamin-B2,Protein,,,d3064,e2df6,,,,,,,,,,,,
,,,,CAAX,Metabolite,,,b9d6c,e2df6,,,,,,,,,,,,
,,,,Prelamin-B2,Protein,,,f4daf,cd411,,,,,,,,,,,,
,,,,Farnesyl-L-cysteine,Metabolite,,,a9792,cd411,,,,,,,,,,,,
,,,,Farnesyl,Metabolite,,,af943,b4f4a,,,,,,,,,,,,
,,,,Prelamin-B1,Protein,,,cd111,d0dd9,,,,,,,,,,,,
,,,,Prelamin-B1,Protein,,,c0c7c,b4789,,,,,,,,,,,,
,,,,CAAX,Metabolite,,,e54db,d0dd9,,,,,,,,,,,,
,,,,Farnesyl-L-cysteine,Metabolite,,,b4742,b4789,,,,,,,,,,,,
,,,,LMNB1,GeneProduct,,,f4f78,,,,,,,,,,,,,
,,,,Prelamin-B1,Protein,,,b9909,b4f4a,,,,,,,,,,,,
,,,,CAAX,Metabolite,,,d58a3,b4f4a,,,,,,,,,,,,
,,,,Prelamin-B1,Protein,,,cd896,d99f5,,,,,,,,,,,,
,,,,Farnesyl-L-cysteine,Metabolite,,,e1e5a,d99f5,,,,,,,,,,,,
,,,,Lamin B2,GeneProduct,,,db2fa,f4835,,,,,,,,,,,,
,,,,Lamin B1,GeneProduct,,,c7400,f4835,,,,,,,,,,,,
,,,,Lamin A,GeneProduct,,,e3d26,c5d83,,,,,,,,,,,,
,,,,Lamin B2,GeneProduct,,,f17e1,c5d83,,,,,,,,,,,,
,,,,Lamin B1,GeneProduct,,,c3248,c5d83,,,,,,,,,,,,
,Methylised,,,,,,,f30bb,,,,,,,,,,b61bf,,,
,,,,,,,,d75c7,,,,,,,,,,b4742,,,
,,,,,,,,id33f792da,,f4176,,,,,,,,,,,
,,,,,,,,id788db2a8,,f4176,,,,,,,,,,,
,,,,,,,,id7e4ba985,,b38,,,,,,,,,,,
,,,,,,,,ida87a8b5e,,c34,,,,,,,,,,,
,,,,,,,,idc3c8895d,,f4176,,,,,,,,,,,
,,,,,,,,idf74301d3,,b38,,,,,,,,,,,
,,,,,,,,e7654,,b38,,,,,,,,,,,
,,,,,,,,c1ccd,,b38,,,,,,,,,,,
,"Not enough evidence, but has been shown to be mutated in most patients",,,,,,,d1d25,,d87,,,,,,,,,,,
,,,,,,,,a84f4,,f4176,,,,,,,,,,,
,,,,,,,,d98d8,,f4176,,,,,,,,,,,
,,,,,,,,b6565,,b38,,,,,,,,,,,
,,,,,,,,c6b73,,a3f,,,,,,,,,,,
,Continuously produced,,,,,,,a7e99,,b38,,,,,,,,,,,
,,,,,,,,cf39b,,a3f,,,,,,,,,,,
,,,,,,,,dee4f,,f4176,,,,,,,,,,,
,,,,,,,,c3c14,,a3f,,,,,,,,,,,
,,,,,,,,c9f4a,,f4176,,,,,,,,,,,
,,,,,,,,fe77f,,f4176,,,,,,,,,,,
,,,,,,,,d3ae3,,f8c,,,,,,,,,,,
,,,,,,,,af77f,,f8c,,,,,,,,,,,
,,,,,,,,a08ef,,f8c,,,,,,,,,,,
,,,,,,,,ed819,,f8c,,,,,,,,,,,
,,,,,,,,fa62d,,f8c,,,,,,,,,,,
,,,,,,,,fa802,,f8c,,,,,,,,,,,
,,,,,,,,b7a2a,,f8c,,,,,,,,,,,
,,,,,,,,d0994,,c34,,,,,,,,,,,
,,,,,,,,d9cbf,,,,,,,,,,,,,
,,,,,,,,d0696,,f8c,,,,,,,,,,,
,,,,,,,,c2763,,f8c,,,,,,,,,,,
,,,,,,,,c9d3a,,f8c,,,,,,,,,,,
,,,,,,,,e4fc2,,f8c,,,,,,,,,,,
,,,,,,,,ee315,,f8c,,,,,,,,,,,
,,,,,,,,ecfa3,,f8c,,,,,,,,,,,
,,,,,,,,e1265,,f8c,,,,,,,,,,,
,,,,,,,,ad34b,,f8c,,,,,,,,,,,
,,,,,,,,f9b51,,f8c,,,,,,,,,,,
,,,,,,,,a494d,,fb5,,,,,,,,,,,
,,,,,,,,ea172,,,,,,,,,,,,,
,,,,,,,,a73d5,,,,,,,,,,,,,
,,,,,,,,c7714,,,,,,,,,,,,,
,,,,,,,,b2068,,,,,,,,,,,,,
,,,,,,,,b5240,,,,,,,,,,,,,
,,,,,,,,c0bdb,,,,,,,,,,,,,
,,,,,,,,dc71a,,,,,,,,,,,,,
,,,,Not enough evidence,,,,a2aed,,,,,,,,,,,,,
,,,,Adipocyte,,,,a3a51,,,,,,,,,,,,,
,,,,Cleaving,,,,a55b5,,,,,,,,,,,,,
,,,,Continuous stimulation,,,,aaf95,,,,,,,,,,,,,
,,,,Disease,,,,b49fa,,,,,,,,,,,,,
,,,,Adipocyte lysis,,,,c2596,,,,,,,,,,,,,
,,,,Hydrolysis,,,,ef858,,,,,,,,,,,,,
,,,,"Excess amount of 
membrane attack complex",,,,f07fd,,,,,,,,,,,,,
,,,,M,,,,b783a,,,,,,,,,,,,,
,,,,M,,,,c6f85,,,,,,,,,,,,,
,,,,"DNA replication
RNA transcription
Cell cycle regulation
Mehcanical support
etc.",,,,e99b5,,,,,,,,,,,,,
,,,,Nuclear Lamina,,,,f56d5,,,,,,,,,,,,,
,,,,Binding,,,,d8762,,,,,,,,,,,,,
,,,,Conversion,,,,a13d0,,,,,,,,,,,,,
,,,,Gene/protein,,,,d7d7f,,,,,,,,,,,,,
,,,,Metabolite,,,,d3b7e,,,,,,,,,,,,,
,,,,Catalysis,,,,bd5b3,,,,,,,,,,,,,
,,,,Stimulation,,,,e968d,,,,,,,,,,,,,
,,,,Methylation,,,,a6a01,,,,,,,,,,,,,
,,,,M,,,,c2e79,,,,,,,,,,,,,
,,,,Mutations,,,,c6762,,,,,,,,,,,,,
,,,,Legend,,,,ffc6e,,,,,,,,,,,,,
,,,,Transcription,,,,ae829,,,,,,,,,,,,,
,,,,x,,,,d6837,,,,,,,,,,,,,
,,,,,,,,ed100,,,,,,,,,,,,,
,,,,,,,,a652b,,,,,,,,,,,,,
,,,,,,,,c7929,,,,,,,,,,,,,
,,,,,,,,f83f3,,,,,,,,,,,,,
,,,,x,,,,f6e72,,,,,,,,,,,,,
,,,,x,,,,fed82,,,,,,,,,,,,,
,,,,,,,,d0dd9,,,,d0dd9,Complex,,,,,,,,
,,,,,,,,b4789,,,,b4789,Complex,,,,,,,,
,,,,,,,,f4835,,,,f4835,Complex,,,,,,,,
,,,,,,,,d99f5,,,,d99f5,Complex,,,,,,,,
,,,,,,,,b4f4a,,,,b4f4a,Complex,,,,,,,,
,,,,,,,,fd363,,,,fd363,Complex,,,,,,,,
,,,,,,,,e2df6,,,,e2df6,Complex,,,,,,,,
,,,,,,,,cd411,,,,cd411,Complex,,,,,,,,
,,,,,,,,f884b,,,,f884b,Complex,,,,,,,,
,,,,,,,,c5d83,,,,c5d83,Complex,,,,,,,,
,,,,,,,,d93a8,,,,d93a8,Complex,,,,,,,,
,,,,,,,,d87f2,,,,d87f2,Complex,,,,,,,,
,,,,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"Acrylamide (AA) is absorbed from the gastrointestinal tract and is converted to toxic glycidamide (GA) by cytochrome P450 2E1. Both AA and GA are coupled with glutathione (GSH) in the liver to form conjugates that are metabolized in the kidney and urinary tract to form modified merbapturic acids (AAMA and GAMA) that serve as biomarkers for AA in urine. Meanwhile, haemoglobin adducts are formed in the blood, including AA-Valine and GA-Valine. Genotoxic and carcinogenic activity is mediated by GA and the formation of DNA adducts with guanine and adenosine.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,b00,,,,,,,,,,,
,,674.9579831932772,577.2689075630254,,,,,,,,,,,,,,,,,,
,,,,Acrylamide (AA),Metabolite,,,a5aa9,,,,,,,,,,,,,
,,,,AAMA,Metabolite,,,c0e1c,,,,,,,,,,,,,
,,,,N7-GA-Guanine,Metabolite,,,d6e01,,,,,,,,,,,,,
,,,,AA-GSH,Metabolite,,,e1fb0,,,,,,,,,,,,,
,,,,Glutathione,Metabolite,,,e2b7d,,,,,,,,,,,,,
,,,,AA-Val,Metabolite,,,eb0fb,,,,,,,,,,,,,
,,,,Valine,Metabolite,,,fd7f2,,,,,,,,,,,,,
,,,,CYP2E1,GeneProduct,,,feeb1,,,,,,,,,,,,,
,,,,Glycidamide (GA),Metabolite,,,e7720,,,,,,,,,,,,,
,,,,GAMA,Metabolite,,,b202f,,,,,,,,,,,,,
,,,,GA-Val,Metabolite,,,cd457,,,,,,,,,,,,,
,,,,N3-GA-Adenosine,Metabolite,,,f3a4a,,,,,,,,,,,,,
,,,,GA-GSH,Metabolite,,,ad4d0,,,,,,,,,,,,,
,,,,,,,,aa757,,,,,,,,,,,,,
,,,,,,,,b459f,,,,,,,,,,,,,
,,,,,,,,a7bab,,,,,,,,,,,,,
,,,,,,,,b4f4d,,,,,,,,,,,,,
,,,,,,,,d5416,,,,,,,,,,,,,
,,,,,,,,e802c,,,,,,,,,,,,,
,,,,,,,,c3a27,,,,,,,,,,,,,
,,,,,,,,fe797,,,,,,,,,,,,,
,,,,,,,,ac603,,,,,,,,,,,,,
,,,,,,,,ca79c,,,,,,,,,,,,,
,,,,,,,,bab67,,,,,,,,,,,,,
,,,,,,,,ed582,,,,,,,,,,,,,
,,,,,,,,b8aa3,,,,,,,,,,,,,
,,,,,,,,d6701,,,,,,,,,,,,,
,,,,DNA,,,,b7fca,,,,,,,,,,,,,
,,,,Kidney and Urinary Tract,,,,d6dec,,,,,,,,,,,,,
,,,,Liver,,,,ca1a8,,,,,,,,,,,,,
,,,,Genotoxicity and carcinogenicity,,,,f4ad5,,,,,,,,,,,,,
,,,,Urinary biomarkers,,,,a3253,,,,,,,,,,,,,
,,,,Blood biomarkers,,,,f83d7,,,,,,,,,,,,,
,,,,,,,,e0de5,,,,,,,,,,,,,
,,,,,,,,e4472,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"Orf3a from SARS-CoV has been shown to bind TRAF3 and activate the NLRP3 inflammasome. The activation occurs at two points. First, by ubiquinating NF-kB (p105) to stimulate its proteolytic processing into mature NF-kB (p50), which can then go on to promote the transcription of pro-IL-1B together with RELA (p65). And second, by ubiquitinating ASC (PYCARD) in the NLRP3 inflammasome, which leads to its degradtion and the activation of caspase-1 (CASP1) that goes on to catalyze the production of mature IL-1B, leading to a cytokine storm. While Orf3a of SARS-CoV-2 only has 72.7% sequence identity with that of SARS-CoV, the TRAF3 binding motif PxQxS is 100% conserved (https://alexanderpico.github.io/SARS-CoV-2_Alignments/#Orf3a). Chloroquine, a multi-functional antiviral, decreases the production of IL-1B by affecting ""the processing of primary transcripts in the nucleus, the transport of processed mRNA to the cytosol, and the degradation of mRNA."" (Jang 2006)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,a0e,,,,,,,,,,,
,,556.0,350.0,,,,,,,,,,,,,,,,,,
,,,,Chloroquine,Metabolite,,,d8fdf,,,,,,,,,,,,,
,,,,TRAF3,GeneProduct,,,efb77,c9cd8,,,,,,,,,,,,
,,,,NLRP3,GeneProduct,,,e1fdf,d81f8,,,,,,,,,,,,
,,,,RELA,GeneProduct,,,fe12b,f10a1,,,,,,,,,,,,
,,,,NFKB1,GeneProduct,,,dc151,f10a1,,,,,,,,,,,,
,,,,NFKB1 p105,GeneProduct,,,ae8f7,,,,,,,,,,,,,
,,,,orf3a,Protein,,,dc9ef,c9cd8,,,,,,,,,,,,
,,,,IL1B,GeneProduct,,,b860a,,,,,,,,,,,,,
,,,,pro-IL1B,GeneProduct,,,a1e57,,,,,,,,,,,,,
,,,,pro-IL1B,RNA,,,d3559,,,,,,,,,,,,,
,,,,ASC,GeneProduct,,,bbb80,d81f8,,,,,,,,,,,,
,,,,CASP1,GeneProduct,,,b43c2,,,,,,,,,,,,,
,,,,pro-CASP1,GeneProduct,,,a2318,d81f8,,,,,,,,,,,,
,,,,Ub,,,,a2e2a,,,,,,,,,,ae8f7,,,
,,,,Ub,,,,b9f3a,,,,,,,,,,bbb80,,,
,,,,,,,,id38c72c84,,,,,,,,,,,,,
,,,,,,,,id3a35678b,,,,,,,,,,,,,
,,,,,,,,id56c2671f,,,,,,,,,,,,,
,,,,,,,,id7ef1c6cf,,,,,,,,,,,,,
,,,,,,,,ida869b531,,,,,,,,,,,,,
,,,,,,,,idaa5a11ed,,,,,,,,,,,,,
,,,,,,,,idad3dc034,,,,,,,,,,,,,
,,,,,,,,idb1ca554,,df0,,,,,,,,,,,
,,,,,,,,ide57d0b2,,,,,,,,,,,,,
,,,,,,,,ide9837dad,,,,,,,,,,,,,
,,,,,,,,ed3f9,,,,,,,,,,,,,
,,,,,,,,id3c29a4c2,,,,,,,,,,,,,
,,,,,,,,a0e04,,,,,,,,,,,,,
,,,,Cytokine storm,,,,bbe37,,,,,,,,,,,,,
,,,,IL1B,,,,c5afe,,,,,,,,,,,,,
,,,,Nucleus,,,,cdd3c,,,,,,,,,,,,,
,,,,,,,,b8ab3,,,,,,,,,,,,,
,,,,,,,,c9cd8,,,,c9cd8,Complex,,,,,,,,
,,,,,,,,f10a1,,,,f10a1,Complex,,,,,,,,
,,,,,,,,d81f8,,,,d81f8,Complex,,,,,,,,
,,,,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
